TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20230531,108,2.5,2186,11,4.3,1016,11,8.4,956,22.8,28.2,1625,18.8,506,14.5,25.8,14.8,60.8,45.0,1126,16.6,6.8,4.8,-9.0,1000.0,1009.8,1012.3,812,1007.6,1711,6.5,7.1,14.6,-9.0,23.98,3.41,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.5,18.9,17.9,13.7,13.8
20230601,108,1.9,1612,27,3.4,2152,34,5.7,1634,22.8,26.3,1707,19.7,528,16.1,24.3,17.1,66.9,56.0,1833,18.3,4.3,3.0,-9.0,995.6,1005.3,1009.3,1,1002.1,1742,8.3,2.2,14.6,-9.0,15.18,2.32,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.9,19.1,18.0,13.8,13.8
20230602,108,2.3,2019,25,4.7,1853,25,7.0,1712,20.4,25.0,1648,17.9,601,16.1,23.3,13.9,77.4,59.0,1636,18.3,4.3,3.0,-9.0,992.5,1002.3,1005.1,2356,1000.7,1621,3.5,5.2,14.6,-9.0,14.24,2.85,1400,0.0,0.0,0.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.8,19.2,18.1,13.9,13.8
20230603,108,2.7,2315,29,6.0,1315,20,10.6,1648,22.0,27.8,1423,16.6,607,13.0,28.3,10.9,60.1,31.0,1359,15.1,9.7,6.8,-9.0,997.8,1007.6,1009.5,2336,1005.1,1,2.1,13.3,14.6,-9.0,31.19,3.7,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.5,19.3,18.2,14.0,13.8
20230604,108,2.4,2060,25,5.7,1301,23,9.1,1245,22.1,28.0,1627,16.9,537,13.3,29.1,11.5,61.0,28.0,1729,15.4,8.7,6.1,-9.0,1000.1,1009.9,1011.0,825,1007.8,1613,3.3,11.1,14.6,-9.0,28.74,3.46,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,21.8,19.4,18.3,14.1,13.9
20230605,108,2.6,2273,25,5.5,1729,20,10.8,1549,21.5,26.3,1532,17.6,532,14.7,29.1,11.8,66.9,47.0,1502,16.8,7.1,4.9,-9.0,1000.3,1010.2,1011.0,2230,1008.9,1634,4.4,10.9,14.6,-9.0,26.6,3.2,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.1,19.5,18.4,14.1,13.9
20230606,108,2.6,2248,29,5.5,1426,27,9.8,1458,20.3,25.2,1335,17.3,537,15.1,24.5,12.9,72.9,50.0,1342,17.1,5.5,3.8,-9.0,997.3,1007.1,1010.7,1,1004.8,1657,6.1,7.9,14.7,-9.0,21.98,3.12,1300,0.0,0.0,0.92,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.3,19.6,18.5,14.2,13.9
20230607,108,2.1,1809,18,3.6,1716,14,6.5,1457,21.4,25.7,1723,18.9,332,16.8,24.1,16.8,75.3,63.0,1600,19.1,3.1,2.2,-9.0,998.0,1007.9,1009.5,903,1006.2,1720,8.9,1.0,14.7,-9.0,10.07,1.82,1400,0.0,0.0,1.17,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.3,19.8,18.6,14.3,13.9
20230608,108,2.4,2077,25,4.9,1830,23,8.4,1136,20.4,23.9,1613,18.3,2339,16.8,23.5,14.4,80.5,65.0,1616,19.2,3.2,2.2,-9.0,994.3,1004.1,1007.8,428,1001.3,2249,8.4,0.9,14.7,-9.0,10.19,1.47,1500,1.9,3.1,5.33,1.5,2251,0.7,2300,-9.0,-9,-9.0,-9,-9.0,-9,22.1,19.9,18.7,14.3,13.9
20230609,108,2.0,1689,20,4.4,27,27,7.7,113,23.3,28.4,1646,18.3,524,15.1,30.3,15.2,64.0,32.0,1551,17.4,7.6,5.3,-9.0,993.1,1002.8,1003.8,806,1001.1,141,4.6,11.8,14.7,-9.0,28.15,3.54,1100,1.2,-9.0,3.42,0.6,113,0.5,20,-9.0,-9,-9.0,-9,-9.0,-9,21.9,19.9,18.8,14.4,13.9
20230610,108,2.3,2002,29,7.5,1618,29,12.6,1617,23.2,28.5,1248,19.6,2332,17.1,26.6,14.8,70.0,48.0,1251,19.5,5.1,3.5,-9.0,994.4,1004.2,1006.3,2348,1002.9,1534,6.9,5.6,14.7,-9.0,18.18,2.89,1100,0.8,33.0,1.83,1.7,2331,0.6,2258,-9.0,-9,-9.0,-9,-9.0,-9,22.4,19.9,18.9,14.5,14.0
20230611,108,2.2,1863,32,3.9,1238,27,5.9,1912,22.1,27.3,1710,17.9,422,17.3,23.6,16.0,76.1,53.0,1625,19.8,5.6,3.9,-9.0,995.0,1004.8,1006.2,42,1003.1,1712,6.1,6.4,14.7,-9.0,21.1,2.99,1100,32.2,0.0,5.42,16.1,312,9.5,355,-9.0,-9,-9.0,-9,-9.0,-9,22.5,20.1,19.0,14.5,14.0
20230612,108,1.7,1505,29,4.5,1616,27,7.6,1432,22.2,27.5,1353,18.4,610,16.3,24.3,14.1,70.5,47.0,1345,18.5,5.5,3.9,-9.0,995.3,1005.0,1006.6,802,1003.4,1859,6.6,6.7,14.7,-9.0,19.9,2.86,1300,0.0,0.0,1.92,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,20.2,19.0,14.6,14.0
20230613,108,2.2,1917,29,5.0,1644,27,9.0,1417,22.0,26.0,1313,19.2,556,16.1,28.2,14.1,70.0,50.0,1447,18.3,6.3,4.4,-9.0,994.1,1003.9,1004.8,1,1002.6,1538,3.9,9.9,14.7,-9.0,25.43,3.25,1300,0.0,-9.0,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.6,20.3,19.1,14.7,14.0
20230614,108,1.5,1293,18,3.6,1425,34,6.7,1413,20.6,25.0,1258,17.5,508,16.9,20.3,13.6,80.3,53.0,1306,19.3,3.5,2.5,-9.0,995.6,1005.5,1006.9,2255,1003.8,37,4.1,4.2,14.8,-9.0,13.12,1.89,900,30.6,30.6,2.25,30.6,1355,12.7,1412,-9.0,-9,-9.0,-9,-9.0,-9,22.8,20.4,19.2,14.7,14.0
20230615,108,2.1,1837,27,4.7,1642,27,8.2,1635,22.7,28.3,1516,17.7,545,16.7,26.5,14.4,70.8,50.0,1517,19.1,6.8,4.7,-9.0,998.1,1007.9,1010.3,2357,1006.3,1552,2.9,8.8,14.8,-9.0,25.05,3.43,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.3,20.6,19.3,14.8,14.1
20230616,108,2.1,1827,25,4.2,1952,27,6.8,1711,23.7,28.9,1535,19.1,501,16.0,27.8,15.1,64.4,45.0,1634,18.3,8.8,6.2,-9.0,1002.7,1012.5,1013.8,1025,1010.3,1,0.9,12.5,14.8,-9.0,29.89,3.59,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,22.7,20.6,19.6,14.9,14.1
20230617,108,2.0,1757,29,4.1,1813,29,6.3,1809,24.2,30.2,1515,18.9,540,14.7,28.7,13.3,57.1,39.0,1319,16.8,8.0,5.6,-9.0,1002.5,1012.3,1014.4,345,1010.4,1749,4.4,10.8,14.8,-9.0,27.4,3.39,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,20.7,19.7,15.0,14.1
20230618,108,2.0,1758,29,4.1,1740,25,6.6,1643,25.9,32.6,1636,20.8,518,17.4,31.6,17.6,60.5,43.0,1601,19.8,9.1,6.4,-9.0,997.2,1006.9,1010.7,1,1004.2,1632,3.4,12.3,14.8,-9.0,28.79,3.48,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.6,20.8,19.7,15.1,14.1
20230619,108,2.2,1903,25,4.3,2015,27,7.3,122,28.5,34.0,1455,23.3,353,19.0,32.8,18.6,57.8,42.0,1328,22.0,7.6,5.3,-9.0,995.7,1005.3,1006.9,831,1003.1,1627,3.3,11.0,14.8,-9.0,25.29,3.23,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.1,21.0,19.8,15.2,14.2
20230620,108,1.9,1646,5,5.3,1317,5,9.7,1308,24.7,26.4,1040,21.4,2356,17.3,23.7,19.0,64.5,51.0,1211,19.8,2.4,1.7,-9.0,994.1,1003.8,1005.9,1215,1001.6,1526,8.8,0.0,14.8,-9.0,5.89,0.69,1000,6.4,30.4,6.83,6.4,2331,2.3,2352,-9.0,-9,-9.0,-9,-9.0,-9,24.7,21.3,19.9,15.2,14.2
20230621,108,2.1,1855,7,3.5,326,5,6.0,150,20.5,22.1,1522,19.2,344,19.2,21.9,17.9,92.6,83.0,2122,22.3,2.0,1.4,-9.0,991.2,1001.0,1003.4,1,999.8,1643,9.4,0.0,14.8,-9.0,4.79,0.81,1200,24.9,0.9,14.67,8.4,302,3.3,339,-9.0,-9,-9.0,-9,-9.0,-9,24.0,21.5,20.1,15.3,14.2
20230622,108,2.2,1938,27,4.9,1446,25,8.4,1454,22.5,26.4,1529,18.9,524,18.1,26.2,17.8,77.1,61.0,1332,20.9,4.9,3.5,-9.0,993.6,1003.3,1005.7,2335,1001.8,1540,6.3,6.9,14.8,-9.0,21.48,2.74,1000,0.0,0.0,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.2,21.5,20.2,15.4,14.2
20230623,108,1.5,1255,29,3.2,1815,36,4.9,1547,24.4,29.9,1650,20.0,309,19.8,26.2,17.6,76.6,50.0,1653,23.1,5.6,3.9,-9.0,999.1,1008.8,1011.7,2337,1005.5,14,5.0,5.3,14.8,-9.0,18.74,3.15,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.5,21.5,20.3,15.4,14.3
20230624,108,2.0,1746,32,4.0,2035,32,6.8,2034,26.4,31.1,1540,21.9,514,20.4,27.4,19.3,70.5,55.0,1408,24.0,6.2,4.3,-9.0,1003.4,1013.1,1014.2,813,1011.7,1,1.5,9.7,14.8,-9.0,21.93,2.81,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.8,21.5,20.4,15.5,14.3
20230625,108,2.1,1795,16,4.0,1632,11,6.5,2136,28.2,33.1,1529,22.8,545,20.5,30.8,19.7,64.9,47.0,1557,24.2,6.9,4.8,-9.0,1001.2,1010.8,1013.8,1,1008.2,1835,5.8,8.7,14.8,-9.0,23.62,3.29,1100,-9.0,14.9,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.3,21.6,20.5,15.5,14.3
20230626,108,2.9,2529,18,6.0,1739,23,10.2,1701,24.2,27.5,1,22.3,606,22.0,24.0,20.9,88.6,59.0,39,26.4,1.7,1.2,-9.0,995.8,1005.5,1008.5,1,1004.2,1914,10.0,0.0,14.8,-9.0,3.39,0.59,1500,30.3,17.9,13.25,11.1,517,4.2,554,-9.0,-9,-9.0,-9,-9.0,-9,24.9,21.8,20.6,15.6,14.3
20230627,108,3.2,2731,20,6.1,24,27,11.0,159,25.3,29.1,1657,21.4,525,19.8,27.6,20.6,73.1,51.0,1816,23.1,5.9,4.1,-9.0,998.0,1007.7,1009.1,2243,1003.9,100,6.5,6.8,14.8,-9.0,20.95,3.08,1200,2.5,0.0,2.5,2.5,113,1.0,153,-9.0,-9,-9.0,-9,-9.0,-9,24.4,22.0,20.7,15.7,14.4
20230628,108,2.5,2146,20,4.1,1411,18,6.8,1536,26.5,30.1,1453,24.2,447,22.0,28.5,23.3,77.4,60.0,1457,26.5,5.1,3.6,-9.0,997.2,1006.8,1008.9,133,1005.5,1445,8.1,3.8,14.8,-9.0,18.56,2.79,1400,0.0,3.9,0.5,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,24.7,22.2,20.9,15.8,14.4
20230629,108,2.3,1958,20,4.9,1127,23,10.3,1122,24.2,25.9,7,23.2,2343,23.4,24.6,22.8,95.4,85.0,2,28.8,0.9,0.6,0.5,990.8,1000.5,1005.7,1,996.8,1742,10.0,0.0,14.8,-9.0,2.31,0.58,1200,63.8,60.5,17.83,33.8,1042,11.2,1115,-9.0,-9,-9.0,-9,-9.0,-9,25.2,22.3,21.1,16.0,14.4
20230630,108,1.8,1595,25,3.3,1753,20,5.9,143,25.3,29.1,1603,23.2,1,23.3,26.5,22.2,89.8,72.0,1616,28.6,3.3,2.3,2.2,990.2,999.8,1002.6,2332,997.9,329,7.4,1.4,14.7,-9.0,10.02,2.1,1500,1.0,0.4,11.92,0.4,7,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.0,23.0,22.0,17.2,14.5
20230701,108,2.0,1741,27,4.5,1736,27,7.1,1729,27.7,32.9,1459,23.3,321,23.0,31.2,20.3,76.9,58.0,1412,28.1,8.1,5.7,-9.0,995.5,1005.0,1007.4,2336,1002.5,6,1.4,12.4,14.7,-9.0,29.21,3.6,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.0,22.9,22.0,17.2,14.5
20230702,108,1.9,1651,25,3.3,907,27,5.7,919,26.7,30.6,1617,23.5,543,22.7,28.4,20.3,79.5,64.0,1629,27.6,5.1,3.6,-9.0,998.3,1008.0,1009.9,901,1006.0,1612,6.6,4.3,14.7,-9.0,19.16,2.36,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.7,23.0,22.0,17.0,14.5
20230703,108,1.8,1565,27,4.1,1816,16,6.0,1635,29.1,34.9,1616,24.1,524,23.0,31.8,20.6,72.0,40.0,1644,28.2,7.7,5.4,-9.0,995.2,1004.7,1008.1,118,1002.2,1750,4.9,8.8,14.7,-9.0,25.34,3.38,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.9,23.1,21.9,16.9,14.6
20230704,108,2.3,1946,16,4.9,1313,16,9.6,1305,26.1,29.2,1239,24.5,2004,23.5,26.4,22.6,86.8,68.0,1244,29.1,2.0,1.4,-9.0,989.3,998.9,1003.7,1,992.5,2359,9.8,0.0,14.7,-9.0,6.08,1.23,1000,61.8,77.1,10.5,28.5,1921,11.1,1954,-9.0,-9,-9.0,-9,-9.0,-9,26.4,23.2,22.0,16.8,14.6
20230705,108,3.7,3221,23,7.0,250,23,14.5,445,24.5,27.1,1308,22.1,648,21.2,27.3,20.4,82.6,68.0,1300,25.1,5.7,4.0,-9.0,985.1,994.7,998.4,2337,990.9,348,5.9,4.5,14.7,-9.0,19.96,3.15,1200,15.3,-9.0,6.08,13.8,24,6.9,30,-9.0,-9,-9.0,-9,-9.0,-9,26.2,24.0,22.9,17.6,14.7
20230706,108,2.7,2347,20,5.9,1551,18,11.6,1533,27.3,31.8,1435,22.4,545,21.3,29.6,19.7,70.9,56.0,1430,25.3,7.6,5.3,-9.0,991.3,1000.9,1002.7,2220,998.3,1,6.3,8.8,14.7,-9.0,25.47,3.4,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.1,24.0,23.0,18.1,14.7
20230707,108,2.3,2003,14,5.7,1738,14,11.9,1721,26.7,31.4,1447,23.3,2345,19.3,29.3,19.7,64.9,46.0,1710,22.4,7.6,5.3,-9.0,991.8,1001.4,1003.1,729,999.3,1624,4.1,8.7,14.7,-9.0,23.96,3.28,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.4,24.0,22.9,17.8,14.8
20230708,108,2.2,1918,23,3.9,1906,16,6.9,1302,25.6,29.7,1541,22.4,346,21.1,27.1,19.1,76.5,64.0,1513,25.1,4.3,3.0,-9.0,992.1,1001.8,1003.3,2308,1000.4,1459,7.6,1.6,14.6,-9.0,13.93,3.34,1300,-9.0,0.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.5,24.0,22.9,17.6,14.8
20230709,108,2.0,1710,5,6.1,1056,2,12.6,1051,24.7,27.0,849,21.6,1208,22.2,27.1,20.4,86.4,78.0,1034,26.7,2.0,1.4,-9.0,992.5,1002.2,1003.6,2153,1000.6,1529,8.8,1.1,14.6,-9.0,8.07,2.17,1500,47.5,59.0,7.17,24.6,1027,18.1,1044,-9.0,-9,-9.0,-9,-9.0,-9,26.3,24.0,22.9,17.5,14.9
20230710,108,2.3,1961,23,5.8,551,20,16.8,546,26.3,30.9,1518,22.9,626,22.4,27.8,21.1,80.4,58.0,1442,27.2,5.3,3.7,-9.0,993.5,1003.2,1005.8,2314,1001.2,524,7.3,5.9,14.6,-9.0,18.41,3.23,1300,11.5,2.2,0.67,11.5,530,10.8,540,-9.0,-9,-9.0,-9,-9.0,-9,25.8,24.3,23.3,17.9,14.9
20230711,108,1.9,1656,7,5.2,1451,7,8.6,1449,23.5,25.9,807,21.6,1733,22.0,23.7,20.7,92.4,79.0,26,26.5,0.9,0.7,-9.0,995.3,1005.1,1006.5,1038,1003.9,1741,9.4,0.0,14.6,-9.0,2.21,0.43,1200,58.3,56.8,11.83,15.4,952,6.1,1014,-9.0,-9,-9.0,-9,-9.0,-9,26.1,24.2,23.5,18.3,14.9
20230712,108,1.5,1279,29,3.4,1649,29,5.3,1647,25.8,29.1,1552,22.0,1,23.2,27.1,22.0,86.4,72.0,1602,28.4,3.2,2.3,-9.0,995.3,1004.9,1005.9,2356,1003.6,209,9.4,1.2,14.6,-9.0,12.34,2.05,1300,0.7,0.1,5.17,0.5,325,0.4,355,-9.0,-9,-9.0,-9,-9.0,-9,25.5,24.5,24.1,19.6,15.0
20230713,108,1.6,1364,18,3.5,1105,11,7.2,2209,25.2,26.5,943,24.7,1215,24.3,25.2,24.1,95.0,84.0,4,30.3,0.8,0.6,-9.0,993.6,1003.3,1006.1,15,999.1,2350,10.0,0.0,14.6,-9.0,2.63,0.35,800,91.6,152.3,20.67,35.0,1359,11.9,1441,-9.0,-9,-9.0,-9,-9.0,-9,25.7,24.3,24.0,19.4,15.2
20230714,108,2.9,2543,23,4.8,612,14,11.0,26,24.6,25.1,1026,23.9,206,24.4,24.4,23.4,99.1,96.0,105,30.6,0.6,0.4,-9.0,987.7,997.3,999.6,1,996.0,432,10.0,0.0,14.5,-9.0,1.52,0.27,1200,72.7,13.4,24.0,20.3,-2335,5.5,11,-9.0,-9,-9.0,-9,-9.0,-9,25.5,24.9,24.9,22.3,15.4
20230715,108,3.0,2587,20,5.8,1617,18,11.8,1609,24.5,25.7,1211,23.7,2358,23.4,24.6,22.6,93.5,85.0,2252,28.8,1.4,1.0,1.92,990.4,1000.1,1004.1,2331,997.4,304,9.9,0.0,14.5,-9.0,3.16,0.84,1100,2.3,0.9,14.25,0.6,203,0.4,240,-9.0,-9,-9.0,-9,-9.0,-9,25.3,24.7,24.8,21.5,16.1
20230716,108,2.3,1978,18,5.0,1251,18,9.2,1248,24.6,25.4,1745,23.7,1,22.7,24.9,22.5,89.5,80.0,1614,27.5,1.7,1.2,-9.0,997.1,1006.8,1009.8,2219,1004.0,5,9.3,0.0,14.5,-9.0,5.31,0.7,1300,9.7,9.6,2.92,9.6,1155,9.3,1229,-9.0,-9,-9.0,-9,-9.0,-9,25.2,24.5,24.5,20.6,16.3
20230717,108,1.7,1468,20,4.2,1154,18,7.5,1147,25.5,27.8,1437,23.7,446,22.9,27.2,22.6,86.1,76.0,1318,28.0,2.9,2.0,-9.0,1001.5,1011.2,1012.6,2345,1009.3,237,9.0,0.4,14.5,-9.0,10.78,1.84,1400,1.4,2.0,3.75,1.5,2330,0.8,2340,-9.0,-9,-9.0,-9,-9.0,-9,25.2,24.4,24.3,20.0,16.2
20230718,108,1.4,1228,11,3.1,1505,2,5.1,1624,25.2,27.7,1721,24.1,527,22.9,26.1,21.2,87.9,75.0,1756,27.9,2.7,1.9,-9.0,1000.5,1010.2,1012.7,10,1007.4,1900,8.0,2.0,14.5,-9.0,7.94,1.21,1700,2.3,1.7,12.67,0.8,1046,0.5,115,-9.0,-9,-9.0,-9,-9.0,-9,25.5,24.3,24.2,19.7,16.1
20230719,108,1.7,1439,25,4.7,1759,27,6.7,1822,27.2,32.4,1629,22.5,527,22.9,29.6,19.3,78.8,55.0,1559,27.9,7.0,4.9,-9.0,997.3,1006.9,1008.1,751,1005.2,1713,2.3,11.5,14.4,-9.0,26.41,3.46,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.5,24.2,24.1,19.5,16.0
20230720,108,1.8,1574,25,3.9,2003,25,5.6,1513,27.9,32.8,1547,24.0,549,22.5,30.2,20.3,74.0,51.0,1558,27.3,7.1,4.9,-9.0,998.8,1008.4,1010.0,2330,1007.1,1710,2.9,9.9,14.4,-9.0,24.17,3.15,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.1,24.3,24.0,19.4,16.0
20230721,108,1.8,1532,32,3.5,1907,29,6.3,1718,29.5,34.3,1628,24.6,554,23.0,30.9,21.4,69.6,48.0,1419,28.1,7.3,5.1,-9.0,1001.4,1011.0,1012.4,2254,1009.6,1638,2.3,10.2,14.4,-9.0,23.64,3.26,1100,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,26.6,24.4,23.9,19.3,15.9
20230722,108,2.6,2289,14,5.2,1523,16,11.5,1403,27.7,32.5,1227,24.6,2142,22.3,29.2,22.8,73.9,51.0,1234,26.9,4.9,3.4,-9.0,1001.1,1010.8,1012.5,648,1008.7,1720,6.6,6.4,14.4,-9.0,17.66,3.37,1100,12.3,37.2,7.08,10.1,1823,6.2,1843,-9.0,-9,-9.0,-9,-9.0,-9,27.1,24.6,23.9,19.2,15.9
20230723,108,2.1,1840,16,4.4,851,11,9.6,916,25.2,25.8,1515,24.5,752,24.2,25.3,23.8,94.3,87.0,3,30.2,1.1,0.8,-9.0,997.4,1007.1,1010.1,1,1005.7,1831,10.0,0.0,14.4,-9.0,2.37,0.37,1200,40.2,15.7,19.0,9.1,657,2.1,729,-9.0,-9,-9.0,-9,-9.0,-9,27.0,24.7,23.9,19.2,16.0
20230724,108,2.0,1714,23,3.5,1726,27,6.4,1617,26.9,30.0,1527,24.6,521,23.7,29.0,23.7,83.1,69.0,1535,29.2,4.0,2.8,-9.0,998.5,1008.2,1010.1,2330,1006.7,148,7.3,3.2,14.3,-9.0,14.08,2.48,1200,0.4,0.1,2.08,0.4,30,0.3,52,-9.0,-9,-9.0,-9,-9.0,-9,26.6,25.1,24.3,19.6,16.0
20230725,108,2.7,2306,25,5.6,1413,18,10.1,1333,27.8,30.5,1432,25.8,428,24.0,28.9,23.7,80.5,68.0,1437,29.9,4.9,3.5,-9.0,1002.2,1011.9,1013.7,2208,1010.0,11,7.1,3.5,14.3,-9.0,16.84,2.57,1100,5.6,5.5,1.75,5.5,-9,5.2,2127,-9.0,-9,-9.0,-9,-9.0,-9,26.8,25.0,24.4,19.8,16.0
20230726,108,2.2,1869,23,4.9,1209,27,8.4,1216,27.6,31.1,1539,24.9,606,23.9,28.7,24.0,80.9,69.0,1206,29.7,4.7,3.3,-9.0,1004.3,1014.0,1015.6,817,1012.8,1608,7.6,3.0,14.3,-9.0,15.79,2.59,1100,1.0,1.0,2.67,1.0,915,0.8,950,-9.0,-9,-9.0,-9,-9.0,-9,27.0,25.0,24.4,19.7,16.0
20230727,108,1.9,1604,29,3.5,1737,32,5.7,1744,28.4,32.2,1300,24.4,539,24.0,29.0,23.0,78.1,59.0,1306,29.8,5.4,3.8,-9.0,1004.1,1013.7,1015.0,755,1011.7,1706,5.9,6.8,14.3,-9.0,18.25,3.0,1100,0.0,0.0,0.25,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.2,25.1,24.3,19.6,16.1
20230728,108,2.1,1796,18,4.3,1254,18,7.7,1412,29.5,34.1,1416,25.4,536,23.7,31.2,22.5,72.4,52.0,1414,29.3,7.0,4.9,-9.0,1003.8,1013.5,1014.6,2315,1011.9,1708,3.3,9.5,14.2,-9.0,23.36,3.04,1300,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.4,25.2,24.4,19.5,16.1
20230729,108,2.0,1714,34,4.8,1939,34,8.3,1933,29.1,33.3,1527,26.1,442,23.5,31.3,22.6,72.1,52.0,1706,28.9,6.0,4.2,-9.0,1004.2,1013.9,1014.7,11,1012.7,1519,4.4,6.8,14.2,-9.0,18.5,2.22,1400,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.7,25.3,24.4,19.4,16.1
20230730,108,1.9,1646,20,4.8,1807,20,9.0,1801,28.8,34.9,1555,24.9,550,23.0,32.0,21.4,72.5,49.0,1335,28.1,6.3,4.4,-9.0,1002.9,1012.5,1014.1,831,1010.1,1636,4.8,9.1,14.2,-9.0,21.99,3.28,1200,25.0,25.0,3.17,20.0,1801,6.1,1815,-9.0,-9,-9.0,-9,-9.0,-9,27.7,25.4,24.4,19.4,16.2
20230731,108,1.7,1481,29,4.0,1741,29,6.4,1749,28.7,33.4,1440,25.6,3,23.9,30.1,23.7,76.3,60.0,1428,29.6,6.0,4.2,-9.0,1002.4,1012.1,1014.0,652,1010.3,1630,6.4,6.5,14.1,-9.0,20.26,2.99,1100,0.3,0.3,0.67,0.3,1455,0.3,1513,-9.0,-9,-9.0,-9,-9.0,-9,27.8,25.5,24.5,19.4,16.2
20230801,108,1.9,1629,27,3.1,1640,9,5.5,952,29.9,34.2,1646,25.5,536,24.0,30.8,23.0,71.6,55.0,1348,29.9,6.2,4.3,-9.0,1000.3,1009.9,1011.7,747,1007.8,1908,4.1,10.3,14.1,-9.0,21.25,3.44,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,27.9,25.6,24.6,19.5,16.2
20230802,108,2.1,1803,27,4.8,1513,27,7.9,1507,29.7,33.7,1436,26.8,519,22.7,32.6,22.8,67.8,48.0,1741,27.8,7.7,5.4,-9.0,997.5,1007.1,1009.0,1,1005.2,1826,4.0,11.2,14.1,-9.0,24.81,3.19,1200,-9.0,-9.0,-9.0,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,28.2,25.8,24.6,19.5,16.3
